locus_tag	ftype	length_bp	gene	EC_number	COG	product
IIFJEAJK_01205	CDS	1305				hypothetical protein
IIFJEAJK_01206	CDS	1341	oprB_1		COG3659	Porin B
IIFJEAJK_01207	CDS	1020	zntB		COG0598	Zinc transport protein ZntB
IIFJEAJK_01208	CDS	786	adc_1	4.1.1.4	COG4689	putative acetoacetate decarboxylase
IIFJEAJK_01209	CDS	1164				hypothetical protein
IIFJEAJK_01210	CDS	1503	pccB_1	6.4.1.3	COG4799	Propionyl-CoA carboxylase beta chain
IIFJEAJK_01211	CDS	975				hypothetical protein
IIFJEAJK_01212	CDS	222				hypothetical protein
IIFJEAJK_01213	CDS	1164				hypothetical protein
IIFJEAJK_01214	CDS	2064				hypothetical protein
IIFJEAJK_01215	CDS	1860	glsA_1	3.5.1.2		Glutaminase
IIFJEAJK_01216	CDS	528				hypothetical protein
IIFJEAJK_01217	CDS	102				hypothetical protein
IIFJEAJK_01218	CDS	360				hypothetical protein
IIFJEAJK_01219	CDS	1137				hypothetical protein
IIFJEAJK_01220	CDS	1167		1.3.99.-	COG1960	Acyl-CoA dehydrogenase fadE12
IIFJEAJK_01221	CDS	1200	frc_3	2.8.3.16	COG1804	Formyl-CoA:oxalate CoA-transferase
IIFJEAJK_01222	CDS	210				hypothetical protein
IIFJEAJK_01223	CDS	1539	lcfB_1	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
IIFJEAJK_01224	CDS	1170	fadA_2	2.3.1.16		3-ketoacyl-CoA thiolase
IIFJEAJK_01225	CDS	651	eda		COG0800	KHG/KDPG aldolase
IIFJEAJK_01226	CDS	957	kdgK_1	2.7.1.45	COG0524	2-dehydro-3-deoxygluconokinase
IIFJEAJK_01227	CDS	987	denD	1.1.1.410	COG0451	D-erythronate dehydrogenase
IIFJEAJK_01228	CDS	924	ycjP_2		COG0395	Inner membrane ABC transporter permease protein YcjP
IIFJEAJK_01229	CDS	960	lacF_1			Lactose transport system permease protein LacF
IIFJEAJK_01230	CDS	1320				hypothetical protein
IIFJEAJK_01231	CDS	1068	ugpC_3	3.6.3.20	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
IIFJEAJK_01232	CDS	1029	gntR_1			HTH-type transcriptional regulator GntR
IIFJEAJK_01233	CDS	1839	araC_1	4.2.1.25		L-arabonate dehydratase
IIFJEAJK_01234	CDS	735		1.1.1.-		2-keto-3-deoxy-L-fuconate dehydrogenase
IIFJEAJK_01235	CDS	747	LRA5	1.1.1.401		2-dehydro-3-deoxy-L-rhamnonate dehydrogenase (NAD(+))
IIFJEAJK_01236	CDS	873	hdfR_1			HTH-type transcriptional regulator HdfR
IIFJEAJK_01237	CDS	903				hypothetical protein
IIFJEAJK_01238	CDS	687				hypothetical protein
IIFJEAJK_01239	CDS	426				hypothetical protein
IIFJEAJK_01240	CDS	1236				hypothetical protein
IIFJEAJK_01241	CDS	795				hypothetical protein
IIFJEAJK_01242	CDS	465	exbD_1		COG0848	Biopolymer transport protein ExbD
IIFJEAJK_01243	CDS	684	exbB_1		COG0811	Biopolymer transport protein ExbB
IIFJEAJK_01244	CDS	1239				hypothetical protein
IIFJEAJK_01245	CDS	1344	nicB_1	1.17.2.1	COG1529	Nicotinate dehydrogenase subunit B
IIFJEAJK_01246	CDS	492	nicA_1	1.17.2.1	COG2080	Nicotinate dehydrogenase subunit A
IIFJEAJK_01247	CDS	2226	nicB_2	1.17.2.1	COG1529	Nicotinate dehydrogenase subunit B
IIFJEAJK_01248	CDS	1221				hypothetical protein
IIFJEAJK_01249	CDS	528				hypothetical protein
IIFJEAJK_01250	CDS	1377				hypothetical protein
IIFJEAJK_01251	CDS	1038				hypothetical protein
IIFJEAJK_01252	CDS	180				hypothetical protein
IIFJEAJK_01253	CDS	633		3.1.-.-	COG1011	Phosphatase
IIFJEAJK_01254	CDS	762				hypothetical protein
IIFJEAJK_01255	CDS	2223	pat_1	2.3.1.-	COG0454	Protein lysine acetyltransferase Pat
IIFJEAJK_01256	CDS	591				hypothetical protein
IIFJEAJK_01257	CDS	2268				hypothetical protein
IIFJEAJK_01258	CDS	765				hypothetical protein
IIFJEAJK_01259	CDS	1221				hypothetical protein
IIFJEAJK_01260	CDS	1542		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
IIFJEAJK_01261	CDS	1137	mmgC_2	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
IIFJEAJK_01262	CDS	1170	acdA_2	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
IIFJEAJK_01263	CDS	657				hypothetical protein
IIFJEAJK_01264	CDS	831				hypothetical protein
IIFJEAJK_01265	CDS	1224				hypothetical protein
IIFJEAJK_01266	CDS	867	kce_1	2.3.1.247	COG3246	3-keto-5-aminohexanoate cleavage enzyme
IIFJEAJK_01267	CDS	1599	lcfB_2	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
IIFJEAJK_01268	CDS	1629		2.1.3.1	COG4799	Methylmalonyl-CoA carboxyltransferase 12S subunit
IIFJEAJK_01269	CDS	1980	accA1_1		COG4770	Acetyl-/propionyl-coenzyme A carboxylase alpha chain
IIFJEAJK_01270	CDS	996	gsiA_3	3.6.3.-	COG1123	Glutathione import ATP-binding protein GsiA
IIFJEAJK_01271	CDS	1014	oppD_1		COG0444	Oligopeptide transport ATP-binding protein OppD
IIFJEAJK_01272	CDS	894	gsiD_1		COG1173	Glutathione transport system permease protein GsiD
IIFJEAJK_01273	CDS	948	dppB_2		COG0601	Dipeptide transport system permease protein DppB
IIFJEAJK_01274	CDS	1596				hypothetical protein
IIFJEAJK_01275	CDS	888	tfdA_1	1.14.11.-		Alpha-ketoglutarate-dependent 2,4-dichlorophenoxyacetate dioxygenase
IIFJEAJK_01276	CDS	699				hypothetical protein
IIFJEAJK_01277	CDS	1551		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
IIFJEAJK_01278	CDS	1155	tfdF_1	1.3.1.32		Maleylacetate reductase
IIFJEAJK_01279	CDS	306				hypothetical protein
IIFJEAJK_01280	CDS	549	mshD_1	2.3.1.189		Mycothiol acetyltransferase
IIFJEAJK_01281	CDS	534				hypothetical protein
IIFJEAJK_01282	CDS	525				hypothetical protein
IIFJEAJK_01283	CDS	501				hypothetical protein
IIFJEAJK_01284	CDS	7986				hypothetical protein
IIFJEAJK_01285	CDS	1302	bepF_1			Efflux pump periplasmic linker BepF
IIFJEAJK_01286	CDS	3174	oqxB17_1			multidrug efflux RND transporter permease subunit OqxB17
IIFJEAJK_01287	CDS	1191				hypothetical protein
IIFJEAJK_01288	CDS	390				hypothetical protein
IIFJEAJK_01289	CDS	1086				hypothetical protein
IIFJEAJK_01290	CDS	2460				hypothetical protein
IIFJEAJK_01291	CDS	654			COG1136	putative ABC transporter ATP-binding protein
IIFJEAJK_01292	CDS	762				hypothetical protein
IIFJEAJK_01293	CDS	1329	dgoT			D-galactonate transporter
IIFJEAJK_01294	CDS	1719	allB	3.5.2.5		Allantoinase
IIFJEAJK_01295	CDS	1821	clcB_2			Voltage-gated ClC-type chloride channel ClcB
IIFJEAJK_01296	CDS	453				hypothetical protein
IIFJEAJK_01297	CDS	1239				hypothetical protein
IIFJEAJK_01298	CDS	1248				hypothetical protein
IIFJEAJK_01299	CDS	993				hypothetical protein
IIFJEAJK_01300	CDS	174				hypothetical protein
IIFJEAJK_01301	CDS	2265	btuB_2			Vitamin B12 transporter BtuB
IIFJEAJK_01302	misc_RNA	199				Cobalamin
IIFJEAJK_01303	CDS	1044	hmuU		COG0609	Hemin transport system permease protein HmuU
IIFJEAJK_01304	CDS	774	fecE		COG1120	Fe(3+) dicitrate transport ATP-binding protein FecE
IIFJEAJK_01305	CDS	1017				hypothetical protein
IIFJEAJK_01306	CDS	1041	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
IIFJEAJK_01307	CDS	456				hypothetical protein
IIFJEAJK_01308	CDS	1749				hypothetical protein
IIFJEAJK_01309	CDS	315				hypothetical protein
IIFJEAJK_01310	CDS	924	soxA_1	1.8.2.-		SoxAX cytochrome complex subunit A
IIFJEAJK_01311	CDS	312				hypothetical protein
IIFJEAJK_01312	CDS	495				hypothetical protein
IIFJEAJK_01313	CDS	348				hypothetical protein
IIFJEAJK_01314	CDS	675				hypothetical protein
IIFJEAJK_01315	CDS	873	pcm_1	2.1.1.77		Protein-L-isoaspartate O-methyltransferase
IIFJEAJK_01316	CDS	492				hypothetical protein
IIFJEAJK_01317	CDS	1245	rfnT_1			Riboflavin transporter RfnT
IIFJEAJK_01318	CDS	1215				hypothetical protein
IIFJEAJK_01319	CDS	435	cueR		COG0789	HTH-type transcriptional regulator CueR
IIFJEAJK_01320	CDS	864	ubiE_1	2.1.1.163		Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
IIFJEAJK_01321	CDS	504				hypothetical protein
IIFJEAJK_01322	CDS	495	catE	1.13.11.2	COG2514	Catechol-2,3-dioxygenase
IIFJEAJK_01323	CDS	546				hypothetical protein
IIFJEAJK_01324	CDS	1185		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
IIFJEAJK_01325	CDS	1140		1.3.8.10	COG1960	Cyclohex-1-ene-1-carbonyl-CoA dehydrogenase
IIFJEAJK_01326	CDS	1038	yhdW_1			Putative amino-acid ABC transporter-binding protein YhdW
IIFJEAJK_01327	CDS	594				hypothetical protein
IIFJEAJK_01328	CDS	129				hypothetical protein
IIFJEAJK_01329	CDS	1002	cydB_1	1.10.3.14	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
IIFJEAJK_01330	tRNA	83				tRNA-Leu(gag)
IIFJEAJK_01331	CDS	579	resA_1			Thiol-disulfide oxidoreductase ResA
IIFJEAJK_01332	CDS	756	dipZ		COG0785	Protein DipZ
IIFJEAJK_01333	CDS	612				hypothetical protein
IIFJEAJK_01334	CDS	1068				hypothetical protein
IIFJEAJK_01335	CDS	2469				hypothetical protein
IIFJEAJK_01336	CDS	1452	pucI		COG1953	putative allantoin permease
IIFJEAJK_01337	CDS	513				hypothetical protein
IIFJEAJK_01338	CDS	492				hypothetical protein
IIFJEAJK_01339	CDS	1500	algC	5.4.2.2		Phosphomannomutase/phosphoglucomutase
IIFJEAJK_01340	CDS	1467				hypothetical protein
IIFJEAJK_01341	CDS	372				hypothetical protein
IIFJEAJK_01342	CDS	501	decR_1		COG1522	DNA-binding transcriptional activator DecR
IIFJEAJK_01343	CDS	948	yihV_2	2.7.1.184		Sulfofructose kinase
IIFJEAJK_01344	CDS	951	nudC	3.6.1.22		NADH pyrophosphatase
IIFJEAJK_01345	CDS	420				hypothetical protein
IIFJEAJK_01346	CDS	1062				hypothetical protein
IIFJEAJK_01347	CDS	216				hypothetical protein
IIFJEAJK_01348	CDS	198				hypothetical protein
IIFJEAJK_01349	CDS	858				hypothetical protein
IIFJEAJK_01350	CDS	3372				hypothetical protein
IIFJEAJK_01351	CDS	1152				hypothetical protein
IIFJEAJK_01352	CDS	840				hypothetical protein
IIFJEAJK_01353	CDS	594	sttH	3.5.2.19		Streptothricin hydrolase
IIFJEAJK_01354	CDS	1497	amn	3.2.2.4	COG0775	AMP nucleosidase
IIFJEAJK_01355	CDS	1239				hypothetical protein
IIFJEAJK_01356	CDS	696				hypothetical protein
IIFJEAJK_01357	CDS	1503				hypothetical protein
IIFJEAJK_01358	CDS	1134	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
IIFJEAJK_01359	CDS	207				hypothetical protein
IIFJEAJK_01360	CDS	372				hypothetical protein
IIFJEAJK_01361	CDS	861				hypothetical protein
IIFJEAJK_01362	CDS	462				hypothetical protein
IIFJEAJK_01363	CDS	918	phzF	5.3.3.17		Trans-2,3-dihydro-3-hydroxyanthranilate isomerase
IIFJEAJK_01364	CDS	1419				hypothetical protein
IIFJEAJK_01365	CDS	1164	ybhS		COG0842	putative multidrug ABC transporter permease YbhS
IIFJEAJK_01366	CDS	960	ybhF		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
IIFJEAJK_01367	CDS	786				hypothetical protein
IIFJEAJK_01368	CDS	735				hypothetical protein
IIFJEAJK_01369	CDS	789				hypothetical protein
IIFJEAJK_01370	CDS	411				hypothetical protein
IIFJEAJK_01371	CDS	1218	abo	1.5.3.19		4-methylaminobutanoate oxidase (formaldehyde-forming)
IIFJEAJK_01372	CDS	408				hypothetical protein
IIFJEAJK_01373	CDS	1605	mobA_1	2.7.7.77		Molybdenum cofactor guanylyltransferase
IIFJEAJK_01374	CDS	702				hypothetical protein
IIFJEAJK_01375	CDS	324				hypothetical protein
IIFJEAJK_01376	CDS	1203				hypothetical protein
IIFJEAJK_01377	CDS	906				hypothetical protein
IIFJEAJK_01378	CDS	807	coxM_1	1.2.5.3		Carbon monoxide dehydrogenase medium chain
IIFJEAJK_01379	CDS	486	cutS	1.2.5.3		Carbon monoxide dehydrogenase small chain
IIFJEAJK_01380	CDS	447				hypothetical protein
IIFJEAJK_01381	CDS	1356	pcaB_1	5.5.1.2	COG0015	3-carboxy-cis,cis-muconate cycloisomerase
IIFJEAJK_01382	CDS	861	catD_1	3.1.1.24	COG0596	3-oxoadipate enol-lactonase 2
IIFJEAJK_01383	CDS	393				hypothetical protein
IIFJEAJK_01384	CDS	528				hypothetical protein
IIFJEAJK_01385	CDS	759				hypothetical protein
IIFJEAJK_01386	CDS	147				hypothetical protein
IIFJEAJK_01387	CDS	918	livH_12		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
IIFJEAJK_01388	CDS	1326				hypothetical protein
IIFJEAJK_01389	CDS	834	yxeO	3.6.3.-	COG1126	putative amino-acid import ATP-binding protein YxeO
IIFJEAJK_01390	CDS	750	livF_13		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
IIFJEAJK_01391	CDS	1119	braC_5		COG0683	Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein
IIFJEAJK_01392	CDS	996		3.4.11.-	COG3191	putative aminopeptidase
IIFJEAJK_01393	CDS	786				hypothetical protein
IIFJEAJK_01394	CDS	702	rpe	5.1.3.1		Ribulose-phosphate 3-epimerase
IIFJEAJK_01395	CDS	1464	pknD_3	2.7.11.1		Serine/threonine-protein kinase PknD
IIFJEAJK_01396	CDS	741				hypothetical protein
IIFJEAJK_01397	CDS	594				hypothetical protein
IIFJEAJK_01398	CDS	135				hypothetical protein
IIFJEAJK_01399	CDS	117				hypothetical protein
IIFJEAJK_01400	CDS	609				hypothetical protein
IIFJEAJK_01401	CDS	675				hypothetical protein
IIFJEAJK_01402	CDS	783				hypothetical protein
IIFJEAJK_01403	CDS	1371				hypothetical protein
IIFJEAJK_01404	CDS	669	uvrY_1		COG2197	Response regulator UvrY
IIFJEAJK_01405	CDS	1173	hipO_2	3.5.1.32	COG1473	Hippurate hydrolase
IIFJEAJK_01406	CDS	1023	aguA	3.5.3.12	COG2957	Agmatine deiminase
IIFJEAJK_01407	CDS	654	yceJ		COG3038	Cytochrome b561 
IIFJEAJK_01408	CDS	798	murI	5.1.1.3	COG0796	Glutamate racemase
IIFJEAJK_01409	CDS	777	garL	4.1.2.20		5-keto-4-deoxy-D-glucarate aldolase
IIFJEAJK_01410	CDS	390				hypothetical protein
IIFJEAJK_01411	CDS	318				hypothetical protein
IIFJEAJK_01412	CDS	321				hypothetical protein
IIFJEAJK_01413	CDS	618	rpsD		COG0522	30S ribosomal protein S4
IIFJEAJK_01414	CDS	1068	ltaA	4.1.2.49		L-allo-threonine aldolase
IIFJEAJK_01415	CDS	1299			COG1680	putative protein
IIFJEAJK_01416	CDS	1284			COG1680	putative protein
IIFJEAJK_01417	CDS	546	ymdB_1	3.5.1.-	COG2110	O-acetyl-ADP-ribose deacetylase
IIFJEAJK_01418	CDS	333	grxD		COG0278	Glutaredoxin 4
IIFJEAJK_01419	CDS	1254	egtB_1	1.14.99.50	COG1262	Hercynine oxygenase
IIFJEAJK_01420	CDS	969	egtD	2.1.1.44	COG4301	Histidine N-alpha-methyltransferase
IIFJEAJK_01421	CDS	396				hypothetical protein
IIFJEAJK_01422	CDS	1182				hypothetical protein
IIFJEAJK_01423	CDS	237			COG0271	putative protein RP812
IIFJEAJK_01424	CDS	360				hypothetical protein
IIFJEAJK_01425	CDS	174				hypothetical protein
IIFJEAJK_01426	CDS	1185				hypothetical protein
IIFJEAJK_01427	CDS	3081	bepE_1			Efflux pump membrane transporter BepE
IIFJEAJK_01428	CDS	1116	bepF_2			Efflux pump periplasmic linker BepF
IIFJEAJK_01429	CDS	477	soxR		COG0789	Redox-sensitive transcriptional activator SoxR
IIFJEAJK_01430	CDS	261				hypothetical protein
IIFJEAJK_01431	CDS	2232	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
IIFJEAJK_01432	CDS	480				hypothetical protein
IIFJEAJK_01433	CDS	2235				hypothetical protein
IIFJEAJK_01434	CDS	1011	oxyT	2.1.1.335		N,N-dimethyltransferase OxyT
IIFJEAJK_01435	CDS	1062	pstS_2		COG0226	Phosphate-binding protein PstS
IIFJEAJK_01436	CDS	978				hypothetical protein
IIFJEAJK_01437	CDS	597				hypothetical protein
IIFJEAJK_01438	CDS	1605	oppA		COG4166	Periplasmic oligopeptide-binding protein
IIFJEAJK_01439	CDS	987				hypothetical protein
IIFJEAJK_01440	CDS	702	purQ	6.3.5.3	COG0047	Phosphoribosylformylglycinamidine synthase subunit PurQ
IIFJEAJK_01441	CDS	255				hypothetical protein
IIFJEAJK_01442	CDS	243	purS	6.3.5.3	COG1828	Phosphoribosylformylglycinamidine synthase subunit PurS
IIFJEAJK_01443	CDS	798	purC_1	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
IIFJEAJK_01444	CDS	324				hypothetical protein
IIFJEAJK_01445	CDS	945	hdfR_2			HTH-type transcriptional regulator HdfR
IIFJEAJK_01446	CDS	828	prpB	4.1.3.30		2-methylisocitrate lyase
IIFJEAJK_01447	CDS	765				hypothetical protein
IIFJEAJK_01448	CDS	1431	purB	4.3.2.2		Adenylosuccinate lyase
IIFJEAJK_01449	CDS	489	cynS	4.2.1.104		Cyanate hydratase
IIFJEAJK_01450	CDS	912	cmpD_2	3.6.3.-		Bicarbonate transport ATP-binding protein CmpD
IIFJEAJK_01451	CDS	840	cmpB_1			Bicarbonate transport system permease protein CmpB
IIFJEAJK_01452	CDS	1404				hypothetical protein
IIFJEAJK_01453	CDS	879	rhdA	2.8.1.1	COG2897	Thiosulfate sulfurtransferase
IIFJEAJK_01454	CDS	1152				hypothetical protein
IIFJEAJK_01455	CDS	543				hypothetical protein
IIFJEAJK_01456	CDS	699				hypothetical protein
IIFJEAJK_01457	CDS	1218				hypothetical protein
IIFJEAJK_01458	CDS	729	rbtD	1.1.1.56		Ribitol 2-dehydrogenase
IIFJEAJK_01459	CDS	1239				hypothetical protein
IIFJEAJK_01460	CDS	444				hypothetical protein
IIFJEAJK_01461	CDS	693				hypothetical protein
IIFJEAJK_01462	CDS	237				hypothetical protein
IIFJEAJK_01463	CDS	846	ubiE_2	2.1.1.163		Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
IIFJEAJK_01464	CDS	1200				hypothetical protein
IIFJEAJK_01465	CDS	1728	menH_4	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
IIFJEAJK_01466	CDS	1215	icd	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
IIFJEAJK_01467	CDS	507				hypothetical protein
IIFJEAJK_01468	CDS	1248				hypothetical protein
IIFJEAJK_01469	CDS	666				hypothetical protein
IIFJEAJK_01470	CDS	1440				hypothetical protein
IIFJEAJK_01471	CDS	411				hypothetical protein
IIFJEAJK_01472	CDS	807				hypothetical protein
IIFJEAJK_01473	CDS	849				hypothetical protein
IIFJEAJK_01474	CDS	870	sadH_1	1.-.-.-		Putative oxidoreductase SadH
IIFJEAJK_01475	CDS	405				hypothetical protein
IIFJEAJK_01476	CDS	612	rhtB_3		COG1280	Homoserine/homoserine lactone efflux protein
IIFJEAJK_01477	CDS	1206				hypothetical protein
IIFJEAJK_01478	CDS	621				hypothetical protein
IIFJEAJK_01479	CDS	489				hypothetical protein
IIFJEAJK_01480	CDS	567				hypothetical protein
IIFJEAJK_01481	CDS	363				hypothetical protein
IIFJEAJK_01482	CDS	813				hypothetical protein
IIFJEAJK_01483	CDS	1020				hypothetical protein
IIFJEAJK_01484	CDS	144				hypothetical protein
IIFJEAJK_01485	CDS	408				hypothetical protein
IIFJEAJK_01486	CDS	897	rpoH_1		COG0568	RNA polymerase sigma factor RpoH
IIFJEAJK_01487	CDS	1026	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
IIFJEAJK_01488	CDS	336				hypothetical protein
IIFJEAJK_01489	CDS	648				hypothetical protein
IIFJEAJK_01490	CDS	1731	qedA_2	1.1.2.8		Quinoprotein alcohol dehydrogenase (cytochrome c)
IIFJEAJK_01491	CDS	273				hypothetical protein
IIFJEAJK_01492	CDS	2316		1.2.5.2		Membrane-bound aldehyde dehydrogenase [pyrroloquinoline-quinone]
IIFJEAJK_01493	CDS	453	iorA_2	1.3.99.16		Isoquinoline 1-oxidoreductase subunit alpha
IIFJEAJK_01494	tRNA	75				tRNA-Glu(ctc)
IIFJEAJK_01495	CDS	2784				hypothetical protein
IIFJEAJK_01496	CDS	396				hypothetical protein
IIFJEAJK_01497	CDS	1164		1.8.98.-	COG0641	Anaerobic sulfatase-maturating enzyme
IIFJEAJK_01498	CDS	1263	fabF_1	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
IIFJEAJK_01499	CDS	2310				hypothetical protein
IIFJEAJK_01500	CDS	1119				hypothetical protein
IIFJEAJK_01501	CDS	414				hypothetical protein
IIFJEAJK_01502	CDS	243				hypothetical protein
IIFJEAJK_01503	CDS	192				hypothetical protein
IIFJEAJK_01504	CDS	585				hypothetical protein
IIFJEAJK_01505	CDS	231				hypothetical protein
IIFJEAJK_01506	CDS	924	ligD_3		COG1793	Multifunctional non-homologous end joining protein LigD
IIFJEAJK_01507	CDS	90				hypothetical protein
IIFJEAJK_01508	CDS	267				hypothetical protein
IIFJEAJK_01509	CDS	660				hypothetical protein
IIFJEAJK_01510	CDS	2322	dmsA	1.7.2.3	COG0243	Dimethyl sulfoxide/trimethylamine N-oxide reductase
IIFJEAJK_01511	CDS	1044	menH_5	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
IIFJEAJK_01512	CDS	876	yddE	5.1.-.-	COG0384	putative isomerase YddE
IIFJEAJK_01513	CDS	507			COG1733	putative HTH-type transcriptional regulator
IIFJEAJK_01514	CDS	639	nsaD_3	5.99.1.4		2-hydroxychromene-2-carboxylate isomerase
IIFJEAJK_01515	CDS	1545	lcfB_3	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
IIFJEAJK_01516	CDS	738				hypothetical protein
IIFJEAJK_01517	CDS	1182		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
IIFJEAJK_01518	CDS	1131	carC_2	1.3.1.108	COG1960	Caffeyl-CoA reductase-Etf complex subunit CarC
IIFJEAJK_01519	CDS	1188	fadA_3	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase
IIFJEAJK_01520	CDS	1011		1.13.12.16	COG2070	Nitronate monooxygenase
IIFJEAJK_01521	CDS	774	paaF_2	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
IIFJEAJK_01522	CDS	1161	tfdF_2	1.3.1.32		Maleylacetate reductase
IIFJEAJK_01523	CDS	807				hypothetical protein
IIFJEAJK_01524	CDS	702		1.1.1.390		Sulfoquinovose 1-dehydrogenase
IIFJEAJK_01525	tRNA	95				tRNA-Gln(ttg)
IIFJEAJK_01526	CDS	1557				hypothetical protein
IIFJEAJK_01527	CDS	1302	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
IIFJEAJK_01528	CDS	2109				hypothetical protein
IIFJEAJK_01529	CDS	1347				hypothetical protein
IIFJEAJK_01530	CDS	1221				hypothetical protein
IIFJEAJK_01531	CDS	1131				hypothetical protein
IIFJEAJK_01532	CDS	993	wecG_1	2.4.1.180		UDP-N-acetyl-D-mannosaminuronic acid transferase
IIFJEAJK_01533	CDS	1290				hypothetical protein
IIFJEAJK_01534	CDS	1026				hypothetical protein
IIFJEAJK_01535	CDS	1212	atzC_1	3.5.4.42		N-isopropylammelide isopropyl amidohydrolase
IIFJEAJK_01536	CDS	1290	proP_2			Proline/betaine transporter
IIFJEAJK_01537	CDS	192				hypothetical protein
IIFJEAJK_01538	CDS	816	lin_1	3.4.-.-		Linocin-M18
IIFJEAJK_01539	CDS	1152				hypothetical protein
IIFJEAJK_01540	CDS	255				hypothetical protein
IIFJEAJK_01541	CDS	2613	clpB_1			Chaperone protein ClpB
IIFJEAJK_01542	CDS	1413				hypothetical protein
IIFJEAJK_01543	CDS	183				hypothetical protein
IIFJEAJK_01544	CDS	903	cbpA_1		COG2214	Curved DNA-binding protein
IIFJEAJK_01545	CDS	276				hypothetical protein
IIFJEAJK_01546	CDS	225				hypothetical protein
IIFJEAJK_01547	CDS	234				hypothetical protein
IIFJEAJK_01548	CDS	1722	ybaL		COG1226	Putative cation/proton antiporter YbaL
IIFJEAJK_01549	CDS	666	yieH_1	3.1.3.-	COG0637	6-phosphogluconate phosphatase
IIFJEAJK_01550	CDS	954	lsrR_2		COG2390	Transcriptional regulator LsrR
IIFJEAJK_01551	CDS	1314				hypothetical protein
IIFJEAJK_01552	CDS	873	sugA_4		COG1175	Trehalose transport system permease protein SugA
IIFJEAJK_01553	CDS	831	sugB_2		COG0395	Trehalose transport system permease protein SugB
IIFJEAJK_01554	CDS	1008	malK_2	3.6.3.19	COG3839	Maltose/maltodextrin import ATP-binding protein MalK
IIFJEAJK_01555	CDS	774	gno_1	1.1.1.-		Gluconate 5-dehydrogenase
IIFJEAJK_01556	CDS	1653	araB	2.7.1.16	COG1069	Ribulokinase
IIFJEAJK_01557	CDS	939	kdgK_2	2.7.1.45		2-dehydro-3-deoxygluconokinase
IIFJEAJK_01558	CDS	1710	qbdA	1.1.9.1		Quinohemoprotein alcohol dehydrogenase ADH IIB
IIFJEAJK_01559	CDS	567	cycA_2		COG2863	Cytochrome c4
IIFJEAJK_01560	CDS	915				hypothetical protein
IIFJEAJK_01561	CDS	1422	aam_2	3.5.1.13	COG0154	Acylamidase
IIFJEAJK_01562	CDS	900	blaP	3.5.2.6		Beta-lactamase
IIFJEAJK_01563	CDS	963	ampR			HTH-type transcriptional activator AmpR
IIFJEAJK_01564	CDS	969	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
IIFJEAJK_01565	CDS	978	oppD_2		COG0444	Oligopeptide transport ATP-binding protein OppD
IIFJEAJK_01566	CDS	918	oppC_1		COG1173	Oligopeptide transport system permease protein OppC
IIFJEAJK_01567	CDS	957	dppB_3		COG0601	Dipeptide transport system permease protein DppB
IIFJEAJK_01568	CDS	1791				hypothetical protein
IIFJEAJK_01569	CDS	1419	abgB	3.5.1.-	COG1473	p-aminobenzoyl-glutamate hydrolase subunit B
IIFJEAJK_01570	CDS	1092	Vejaci_1	5.5.1.25	COG4948	3,6-anhydro-alpha-L-galactonate cycloisomerase
IIFJEAJK_01571	CDS	351				hypothetical protein
IIFJEAJK_01572	CDS	213				hypothetical protein
IIFJEAJK_01573	CDS	372				hypothetical protein
IIFJEAJK_01574	CDS	867	htrA			Putative serine protease HtrA
IIFJEAJK_01575	CDS	1029	rhaS_5			HTH-type transcriptional activator RhaS
IIFJEAJK_01576	CDS	1425	mltF_1	4.2.2.-	COG4623	Membrane-bound lytic murein transglycosylase F
