locus_tag	ftype	length_bp	gene	EC_number	COG	product
EGAJGLNG_01080	CDS	693	livF_8		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
EGAJGLNG_01081	CDS	1038	amiE_1	3.5.1.4		Aliphatic amidase
EGAJGLNG_01082	CDS	90				hypothetical protein
EGAJGLNG_01083	CDS	1335	codB		COG1457	Cytosine permease
EGAJGLNG_01084	CDS	1020	metXA_1	2.3.1.31	COG2021	Homoserine O-acetyltransferase
EGAJGLNG_01085	CDS	813	nirQ		COG0714	Denitrification regulatory protein NirQ
EGAJGLNG_01086	CDS	2289				hypothetical protein
EGAJGLNG_01087	CDS	588				hypothetical protein
EGAJGLNG_01088	CDS	1230	amiC_4			Aliphatic amidase expression-regulating protein
EGAJGLNG_01089	CDS	1401	amiD_1	3.5.1.4	COG0154	Putative amidase AmiD
EGAJGLNG_01090	CDS	996				hypothetical protein
EGAJGLNG_01091	CDS	1239	amiC_5			Aliphatic amidase expression-regulating protein
EGAJGLNG_01092	CDS	867				hypothetical protein
EGAJGLNG_01093	CDS	1074				hypothetical protein
EGAJGLNG_01094	CDS	720	lptB_5	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
EGAJGLNG_01095	CDS	711	livF_9		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
EGAJGLNG_01096	CDS	762	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
EGAJGLNG_01097	CDS	1404	amiD_2	3.5.1.4	COG0154	Putative amidase AmiD
EGAJGLNG_01098	CDS	1590	gsiB_1		COG0747	Glutathione-binding protein GsiB
EGAJGLNG_01099	CDS	1203	nylB_1	3.5.1.46		6-aminohexanoate-dimer hydrolase
EGAJGLNG_01100	CDS	675				hypothetical protein
EGAJGLNG_01101	CDS	609				hypothetical protein
EGAJGLNG_01102	CDS	927				hypothetical protein
EGAJGLNG_01103	CDS	1578	ywrD_1	2.3.2.2	COG0405	Glutathione hydrolase-like YwrD proenzyme
EGAJGLNG_01104	CDS	1668	nfdA_1	3.5.1.91		N-substituted formamide deformylase
EGAJGLNG_01105	CDS	1089	yjiA_2		COG0523	putative GTP-binding protein YjiA
EGAJGLNG_01106	CDS	1314				hypothetical protein
EGAJGLNG_01107	CDS	732	lptB_6	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
EGAJGLNG_01108	CDS	699	livF_10		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
EGAJGLNG_01109	CDS	867	livH_9		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
EGAJGLNG_01110	CDS	1026				hypothetical protein
EGAJGLNG_01111	CDS	2013	maoA	1.4.3.21	COG3733	Primary amine oxidase
EGAJGLNG_01112	CDS	318				hypothetical protein
EGAJGLNG_01113	CDS	1353	spuC	2.6.1.113	COG0161	Putrescine--pyruvate aminotransferase
EGAJGLNG_01114	CDS	666				hypothetical protein
EGAJGLNG_01115	CDS	1263				hypothetical protein
EGAJGLNG_01116	CDS	1485	puuC_1	1.2.1.5	COG1012	NADP/NAD-dependent aldehyde dehydrogenase PuuC
EGAJGLNG_01117	CDS	1389	hemL2	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase 2
EGAJGLNG_01118	CDS	798	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
EGAJGLNG_01119	CDS	771	fabG_3	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
EGAJGLNG_01120	CDS	264				hypothetical protein
EGAJGLNG_01121	CDS	375				hypothetical protein
EGAJGLNG_01122	CDS	585				hypothetical protein
EGAJGLNG_01123	CDS	555				hypothetical protein
EGAJGLNG_01124	CDS	441				hypothetical protein
EGAJGLNG_01125	CDS	780				hypothetical protein
EGAJGLNG_01126	CDS	1221	amiC_6			Aliphatic amidase expression-regulating protein
EGAJGLNG_01127	CDS	858	livH_10		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
EGAJGLNG_01128	CDS	1389	amiD_3	3.5.1.4	COG0154	Putative amidase AmiD
EGAJGLNG_01129	CDS	726				hypothetical protein
EGAJGLNG_01130	CDS	1176	ephA_1	3.3.2.10		Epoxide hydrolase A
EGAJGLNG_01131	CDS	1572	garD_2	4.2.1.42	COG2721	Galactarate dehydratase (L-threo-forming)
EGAJGLNG_01132	CDS	588				hypothetical protein
EGAJGLNG_01133	CDS	1365	amiD_4	3.5.1.4	COG0154	Putative amidase AmiD
EGAJGLNG_01134	CDS	393				hypothetical protein
EGAJGLNG_01135	CDS	912	amiE_2	3.5.1.4		Aliphatic amidase
EGAJGLNG_01136	CDS	492				hypothetical protein
EGAJGLNG_01137	CDS	600	amiR_2		COG3707	Aliphatic amidase regulator
EGAJGLNG_01138	CDS	1122	amiC_7			Aliphatic amidase expression-regulating protein
EGAJGLNG_01139	CDS	1350	gatA_1	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
EGAJGLNG_01140	CDS	165				hypothetical protein
EGAJGLNG_01141	CDS	699	livF_11		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
EGAJGLNG_01142	CDS	1842	btuD_4	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
EGAJGLNG_01143	CDS	870				hypothetical protein
EGAJGLNG_01144	CDS	1299				hypothetical protein
EGAJGLNG_01145	CDS	1212	amiC_8			Aliphatic amidase expression-regulating protein
EGAJGLNG_01146	CDS	1704	nfdA_2	3.5.1.91		N-substituted formamide deformylase
EGAJGLNG_01147	CDS	969	rclR_2		COG2207	RCS-specific HTH-type transcriptional activator RclR
EGAJGLNG_01148	CDS	546				hypothetical protein
EGAJGLNG_01149	CDS	675	yodC_1	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YodC
EGAJGLNG_01150	CDS	627	rutE	1.-.-.-		malonic semialdehyde reductase RutE
EGAJGLNG_01151	CDS	540				hypothetical protein
EGAJGLNG_01152	CDS	987	rclR_3		COG2207	RCS-specific HTH-type transcriptional activator RclR
EGAJGLNG_01153	CDS	945		1.1.1.1		Alcohol dehydrogenase
EGAJGLNG_01154	CDS	816	cysL_1		COG0583	HTH-type transcriptional regulator CysL
EGAJGLNG_01155	CDS	753				hypothetical protein
EGAJGLNG_01156	CDS	261				hypothetical protein
EGAJGLNG_01157	CDS	1611	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
EGAJGLNG_01158	CDS	372				hypothetical protein
EGAJGLNG_01159	CDS	333				hypothetical protein
EGAJGLNG_01160	CDS	453				hypothetical protein
EGAJGLNG_01161	CDS	1275				hypothetical protein
EGAJGLNG_01162	CDS	1299	rsmB_1	2.1.1.176		Ribosomal RNA small subunit methyltransferase B
EGAJGLNG_01163	CDS	423				hypothetical protein
EGAJGLNG_01164	CDS	837	cpdA_3	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
EGAJGLNG_01165	CDS	258				hypothetical protein
EGAJGLNG_01166	CDS	1023	curA	1.3.1.-	COG2130	NADPH-dependent curcumin reductase
EGAJGLNG_01167	CDS	1971		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
EGAJGLNG_01168	CDS	786	lptB_7	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
EGAJGLNG_01169	CDS	930	livH_11		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
EGAJGLNG_01170	CDS	1128				hypothetical protein
EGAJGLNG_01171	CDS	1326				hypothetical protein
EGAJGLNG_01172	CDS	843	livF_12		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
EGAJGLNG_01173	CDS	1491	guaB_1	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
EGAJGLNG_01174	CDS	252				hypothetical protein
EGAJGLNG_01175	CDS	1536	hsrA_1			putative transport protein HsrA
EGAJGLNG_01176	CDS	459				hypothetical protein
EGAJGLNG_01177	CDS	186				hypothetical protein
EGAJGLNG_01178	CDS	837				hypothetical protein
EGAJGLNG_01179	CDS	702	rlmE	2.1.1.166	COG0293	Ribosomal RNA large subunit methyltransferase E
EGAJGLNG_01180	CDS	1044	ppx2	3.6.1.11		Exopolyphosphatase 2
EGAJGLNG_01181	CDS	2373	coxL	1.2.5.3		Carbon monoxide dehydrogenase large chain
EGAJGLNG_01182	CDS	804				hypothetical protein
EGAJGLNG_01183	CDS	501				hypothetical protein
EGAJGLNG_01184	CDS	1818	uup		COG0488	ABC transporter ATP-binding protein uup
EGAJGLNG_01185	CDS	1080		4.1.2.42		D-threonine aldolase
EGAJGLNG_01186	CDS	903	cmpR_3			HTH-type transcriptional activator CmpR
EGAJGLNG_01187	CDS	1218				putative transporter
EGAJGLNG_01188	CDS	1221				hypothetical protein
EGAJGLNG_01189	CDS	918		1.1.1.-	COG1028	Putative short-chain type dehydrogenase/reductase
EGAJGLNG_01190	CDS	147				hypothetical protein
EGAJGLNG_01191	CDS	480		4.2.1.17	COG2030	putative enoyl-CoA hydratase 1
EGAJGLNG_01192	CDS	1725	acsA_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
EGAJGLNG_01193	CDS	888	mmsB_1	1.1.1.31	COG2084	putative 3-hydroxyisobutyrate dehydrogenase
EGAJGLNG_01194	CDS	1083	caiD_3	4.2.1.149		Carnitinyl-CoA dehydratase
EGAJGLNG_01195	CDS	1146	acdA_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
EGAJGLNG_01196	CDS	1497	bauC	1.2.1.-	COG1012	Putative 3-oxopropanoate dehydrogenase
EGAJGLNG_01197	CDS	915				hypothetical protein
EGAJGLNG_01198	CDS	612				hypothetical protein
EGAJGLNG_01199	CDS	552				hypothetical protein
EGAJGLNG_01200	CDS	771	crt_2	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
EGAJGLNG_01201	CDS	1413	sasA_5	2.7.-.-		Adaptive-response sensory-kinase SasA
EGAJGLNG_01202	CDS	366				hypothetical protein
EGAJGLNG_01203	CDS	168				hypothetical protein
EGAJGLNG_01204	CDS	1197	thlA	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
EGAJGLNG_01205	CDS	1305				hypothetical protein
EGAJGLNG_01206	CDS	1341	oprB_1		COG3659	Porin B
EGAJGLNG_01207	CDS	1020	zntB		COG0598	Zinc transport protein ZntB
EGAJGLNG_01208	CDS	786	adc_1	4.1.1.4	COG4689	putative acetoacetate decarboxylase
EGAJGLNG_01209	CDS	1164				hypothetical protein
EGAJGLNG_01210	CDS	1503	pccB_1	6.4.1.3	COG4799	Propionyl-CoA carboxylase beta chain
EGAJGLNG_01211	CDS	975				hypothetical protein
EGAJGLNG_01212	CDS	222				hypothetical protein
EGAJGLNG_01213	CDS	1164				hypothetical protein
EGAJGLNG_01214	CDS	2064				hypothetical protein
EGAJGLNG_01215	CDS	1860	glsA_1	3.5.1.2		Glutaminase
EGAJGLNG_01216	CDS	528				hypothetical protein
EGAJGLNG_01217	CDS	102				hypothetical protein
EGAJGLNG_01218	CDS	360				hypothetical protein
EGAJGLNG_01219	CDS	1137				hypothetical protein
EGAJGLNG_01220	CDS	1167		1.3.99.-	COG1960	Acyl-CoA dehydrogenase fadE12
EGAJGLNG_01221	CDS	1200	frc_3	2.8.3.16	COG1804	Formyl-CoA:oxalate CoA-transferase
EGAJGLNG_01222	CDS	210				hypothetical protein
EGAJGLNG_01223	CDS	1539	lcfB_1	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
EGAJGLNG_01224	CDS	1170	fadA_2	2.3.1.16		3-ketoacyl-CoA thiolase
EGAJGLNG_01225	CDS	651	eda		COG0800	KHG/KDPG aldolase
EGAJGLNG_01226	CDS	957	kdgK_1	2.7.1.45	COG0524	2-dehydro-3-deoxygluconokinase
EGAJGLNG_01227	CDS	987	denD	1.1.1.410	COG0451	D-erythronate dehydrogenase
EGAJGLNG_01228	CDS	924	ycjP_2		COG0395	Inner membrane ABC transporter permease protein YcjP
EGAJGLNG_01229	CDS	960	lacF_1			Lactose transport system permease protein LacF
EGAJGLNG_01230	CDS	1320				hypothetical protein
EGAJGLNG_01231	CDS	1068	ugpC_3	3.6.3.20	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
EGAJGLNG_01232	CDS	1029	gntR_1			HTH-type transcriptional regulator GntR
EGAJGLNG_01233	CDS	1839	araC_1	4.2.1.25		L-arabonate dehydratase
EGAJGLNG_01234	CDS	735		1.1.1.-		2-keto-3-deoxy-L-fuconate dehydrogenase
EGAJGLNG_01235	CDS	747	LRA5	1.1.1.401		2-dehydro-3-deoxy-L-rhamnonate dehydrogenase (NAD(+))
EGAJGLNG_01236	CDS	873	hdfR_1			HTH-type transcriptional regulator HdfR
EGAJGLNG_01237	CDS	903				hypothetical protein
EGAJGLNG_01238	CDS	687				hypothetical protein
EGAJGLNG_01239	CDS	426				hypothetical protein
EGAJGLNG_01240	CDS	1236				hypothetical protein
EGAJGLNG_01241	CDS	795				hypothetical protein
EGAJGLNG_01242	CDS	465	exbD_1		COG0848	Biopolymer transport protein ExbD
EGAJGLNG_01243	CDS	684	exbB_1		COG0811	Biopolymer transport protein ExbB
EGAJGLNG_01244	CDS	1239				hypothetical protein
EGAJGLNG_01245	CDS	1344	nicB_1	1.17.2.1	COG1529	Nicotinate dehydrogenase subunit B
EGAJGLNG_01246	CDS	492	nicA_1	1.17.2.1	COG2080	Nicotinate dehydrogenase subunit A
EGAJGLNG_01247	CDS	2226	nicB_2	1.17.2.1	COG1529	Nicotinate dehydrogenase subunit B
EGAJGLNG_01248	CDS	1221				hypothetical protein
EGAJGLNG_01249	CDS	528				hypothetical protein
EGAJGLNG_01250	CDS	1377				hypothetical protein
EGAJGLNG_01251	CDS	1038				hypothetical protein
EGAJGLNG_01252	CDS	180				hypothetical protein
EGAJGLNG_01253	CDS	633		3.1.-.-	COG1011	Phosphatase
EGAJGLNG_01254	CDS	762				hypothetical protein
EGAJGLNG_01255	CDS	2223	pat_1	2.3.1.-	COG0454	Protein lysine acetyltransferase Pat
EGAJGLNG_01256	CDS	591				hypothetical protein
EGAJGLNG_01257	CDS	2268				hypothetical protein
EGAJGLNG_01258	CDS	765				hypothetical protein
EGAJGLNG_01259	CDS	1221				hypothetical protein
EGAJGLNG_01260	CDS	1542		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
EGAJGLNG_01261	CDS	1137	mmgC_2	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
EGAJGLNG_01262	CDS	1170	acdA_2	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
EGAJGLNG_01263	CDS	657				hypothetical protein
EGAJGLNG_01264	CDS	831				hypothetical protein
EGAJGLNG_01265	CDS	1224				hypothetical protein
EGAJGLNG_01266	CDS	867	kce_1	2.3.1.247	COG3246	3-keto-5-aminohexanoate cleavage enzyme
EGAJGLNG_01267	CDS	1599	lcfB_2	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
EGAJGLNG_01268	CDS	1629		2.1.3.1	COG4799	Methylmalonyl-CoA carboxyltransferase 12S subunit
EGAJGLNG_01269	CDS	1980	accA1_1		COG4770	Acetyl-/propionyl-coenzyme A carboxylase alpha chain
EGAJGLNG_01270	CDS	996	gsiA_3	3.6.3.-	COG1123	Glutathione import ATP-binding protein GsiA
EGAJGLNG_01271	CDS	1014	oppD_1		COG0444	Oligopeptide transport ATP-binding protein OppD
EGAJGLNG_01272	CDS	894	gsiD_1		COG1173	Glutathione transport system permease protein GsiD
EGAJGLNG_01273	CDS	948	dppB_2		COG0601	Dipeptide transport system permease protein DppB
EGAJGLNG_01274	CDS	1596				hypothetical protein
EGAJGLNG_01275	CDS	888	tfdA_1	1.14.11.-		Alpha-ketoglutarate-dependent 2,4-dichlorophenoxyacetate dioxygenase
EGAJGLNG_01276	CDS	699				hypothetical protein
EGAJGLNG_01277	CDS	1551		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
EGAJGLNG_01278	CDS	1155	tfdF_1	1.3.1.32		Maleylacetate reductase
EGAJGLNG_01279	CDS	306				hypothetical protein
EGAJGLNG_01280	CDS	549	mshD_1	2.3.1.189		Mycothiol acetyltransferase
EGAJGLNG_01281	CDS	534				hypothetical protein
EGAJGLNG_01282	CDS	525				hypothetical protein
EGAJGLNG_01283	CDS	501				hypothetical protein
EGAJGLNG_01284	CDS	7986				hypothetical protein
EGAJGLNG_01285	CDS	1302	bepF_1			Efflux pump periplasmic linker BepF
EGAJGLNG_01286	CDS	3174	oqxB17_1			multidrug efflux RND transporter permease subunit OqxB17
EGAJGLNG_01287	CDS	1191				hypothetical protein
EGAJGLNG_01288	CDS	390				hypothetical protein
EGAJGLNG_01289	CDS	1086				hypothetical protein
EGAJGLNG_01290	CDS	2460				hypothetical protein
EGAJGLNG_01291	CDS	654			COG1136	putative ABC transporter ATP-binding protein
EGAJGLNG_01292	CDS	762				hypothetical protein
EGAJGLNG_01293	CDS	1329	dgoT			D-galactonate transporter
EGAJGLNG_01294	CDS	1719	allB	3.5.2.5		Allantoinase
EGAJGLNG_01295	CDS	1821	clcB_2			Voltage-gated ClC-type chloride channel ClcB
EGAJGLNG_01296	CDS	453				hypothetical protein
EGAJGLNG_01297	CDS	1239				hypothetical protein
EGAJGLNG_01298	CDS	1248				hypothetical protein
EGAJGLNG_01299	CDS	993				hypothetical protein
EGAJGLNG_01300	CDS	174				hypothetical protein
EGAJGLNG_01301	CDS	2265	btuB_2			Vitamin B12 transporter BtuB
EGAJGLNG_01302	misc_RNA	199				Cobalamin
EGAJGLNG_01303	CDS	1044	hmuU		COG0609	Hemin transport system permease protein HmuU
EGAJGLNG_01304	CDS	774	fecE		COG1120	Fe(3+) dicitrate transport ATP-binding protein FecE
EGAJGLNG_01305	CDS	1017				hypothetical protein
EGAJGLNG_01306	CDS	1041	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
EGAJGLNG_01307	CDS	456				hypothetical protein
EGAJGLNG_01308	CDS	1749				hypothetical protein
EGAJGLNG_01309	CDS	315				hypothetical protein
EGAJGLNG_01310	CDS	924	soxA_1	1.8.2.-		SoxAX cytochrome complex subunit A
EGAJGLNG_01311	CDS	312				hypothetical protein
EGAJGLNG_01312	CDS	495				hypothetical protein
EGAJGLNG_01313	CDS	348				hypothetical protein
EGAJGLNG_01314	CDS	675				hypothetical protein
EGAJGLNG_01315	CDS	873	pcm_1	2.1.1.77		Protein-L-isoaspartate O-methyltransferase
EGAJGLNG_01316	CDS	492				hypothetical protein
EGAJGLNG_01317	CDS	1245	rfnT_1			Riboflavin transporter RfnT
EGAJGLNG_01318	CDS	1215				hypothetical protein
EGAJGLNG_01319	CDS	435	cueR		COG0789	HTH-type transcriptional regulator CueR
EGAJGLNG_01320	CDS	864	ubiE_1	2.1.1.163		Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
EGAJGLNG_01321	CDS	504				hypothetical protein
EGAJGLNG_01322	CDS	495	catE	1.13.11.2	COG2514	Catechol-2,3-dioxygenase
EGAJGLNG_01323	CDS	546				hypothetical protein
EGAJGLNG_01324	CDS	1185		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
EGAJGLNG_01325	CDS	1140		1.3.8.10	COG1960	Cyclohex-1-ene-1-carbonyl-CoA dehydrogenase
EGAJGLNG_01326	CDS	1038	yhdW_1			Putative amino-acid ABC transporter-binding protein YhdW
EGAJGLNG_01327	CDS	594				hypothetical protein
EGAJGLNG_01328	CDS	129				hypothetical protein
EGAJGLNG_01329	CDS	1002	cydB_1	1.10.3.14	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
EGAJGLNG_01330	tRNA	83				tRNA-Leu(gag)
EGAJGLNG_01331	CDS	579	resA_1			Thiol-disulfide oxidoreductase ResA
EGAJGLNG_01332	CDS	756	dipZ		COG0785	Protein DipZ
EGAJGLNG_01333	CDS	612				hypothetical protein
EGAJGLNG_01334	CDS	1068				hypothetical protein
EGAJGLNG_01335	CDS	2469				hypothetical protein
EGAJGLNG_01336	CDS	1452	pucI		COG1953	putative allantoin permease
EGAJGLNG_01337	CDS	513				hypothetical protein
EGAJGLNG_01338	CDS	492				hypothetical protein
EGAJGLNG_01339	CDS	1500	algC	5.4.2.2		Phosphomannomutase/phosphoglucomutase
EGAJGLNG_01340	CDS	1467				hypothetical protein
EGAJGLNG_01341	CDS	372				hypothetical protein
EGAJGLNG_01342	CDS	501	decR_1		COG1522	DNA-binding transcriptional activator DecR
EGAJGLNG_01343	CDS	948	yihV_2	2.7.1.184		Sulfofructose kinase
EGAJGLNG_01344	CDS	951	nudC	3.6.1.22		NADH pyrophosphatase
EGAJGLNG_01345	CDS	420				hypothetical protein
EGAJGLNG_01346	CDS	1062				hypothetical protein
EGAJGLNG_01347	CDS	216				hypothetical protein
EGAJGLNG_01348	CDS	198				hypothetical protein
EGAJGLNG_01349	CDS	858				hypothetical protein
EGAJGLNG_01350	CDS	3372				hypothetical protein
EGAJGLNG_01351	CDS	1152				hypothetical protein
EGAJGLNG_01352	CDS	840				hypothetical protein
EGAJGLNG_01353	CDS	594	sttH	3.5.2.19		Streptothricin hydrolase
EGAJGLNG_01354	CDS	1497	amn	3.2.2.4	COG0775	AMP nucleosidase
EGAJGLNG_01355	CDS	1239				hypothetical protein
EGAJGLNG_01356	CDS	696				hypothetical protein
EGAJGLNG_01357	CDS	1503				hypothetical protein
EGAJGLNG_01358	CDS	1134	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
EGAJGLNG_01359	CDS	207				hypothetical protein
EGAJGLNG_01360	CDS	372				hypothetical protein
EGAJGLNG_01361	CDS	861				hypothetical protein
EGAJGLNG_01362	CDS	462				hypothetical protein
EGAJGLNG_01363	CDS	918	phzF	5.3.3.17		Trans-2,3-dihydro-3-hydroxyanthranilate isomerase
EGAJGLNG_01364	CDS	1419				hypothetical protein
EGAJGLNG_01365	CDS	1164	ybhS		COG0842	putative multidrug ABC transporter permease YbhS
EGAJGLNG_01366	CDS	960	ybhF		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
EGAJGLNG_01367	CDS	786				hypothetical protein
EGAJGLNG_01368	CDS	735				hypothetical protein
EGAJGLNG_01369	CDS	789				hypothetical protein
EGAJGLNG_01370	CDS	411				hypothetical protein
EGAJGLNG_01371	CDS	1218	abo	1.5.3.19		4-methylaminobutanoate oxidase (formaldehyde-forming)
EGAJGLNG_01372	CDS	408				hypothetical protein
EGAJGLNG_01373	CDS	1605	mobA_1	2.7.7.77		Molybdenum cofactor guanylyltransferase
EGAJGLNG_01374	CDS	702				hypothetical protein
EGAJGLNG_01375	CDS	324				hypothetical protein
EGAJGLNG_01376	CDS	1203				hypothetical protein
EGAJGLNG_01377	CDS	906				hypothetical protein
EGAJGLNG_01378	CDS	807	coxM_1	1.2.5.3		Carbon monoxide dehydrogenase medium chain
EGAJGLNG_01379	CDS	486	cutS	1.2.5.3		Carbon monoxide dehydrogenase small chain
EGAJGLNG_01380	CDS	447				hypothetical protein
EGAJGLNG_01381	CDS	1356	pcaB_1	5.5.1.2	COG0015	3-carboxy-cis,cis-muconate cycloisomerase
EGAJGLNG_01382	CDS	861	catD_1	3.1.1.24	COG0596	3-oxoadipate enol-lactonase 2
EGAJGLNG_01383	CDS	393				hypothetical protein
EGAJGLNG_01384	CDS	528				hypothetical protein
EGAJGLNG_01385	CDS	759				hypothetical protein
EGAJGLNG_01386	CDS	147				hypothetical protein
EGAJGLNG_01387	CDS	918	livH_12		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
EGAJGLNG_01388	CDS	1326				hypothetical protein
EGAJGLNG_01389	CDS	834	yxeO	3.6.3.-	COG1126	putative amino-acid import ATP-binding protein YxeO
EGAJGLNG_01390	CDS	750	livF_13		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
EGAJGLNG_01391	CDS	1119	braC_5		COG0683	Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein
EGAJGLNG_01392	CDS	996		3.4.11.-	COG3191	putative aminopeptidase
EGAJGLNG_01393	CDS	786				hypothetical protein
EGAJGLNG_01394	CDS	702	rpe	5.1.3.1		Ribulose-phosphate 3-epimerase
EGAJGLNG_01395	CDS	1464	pknD_3	2.7.11.1		Serine/threonine-protein kinase PknD
EGAJGLNG_01396	CDS	741				hypothetical protein
EGAJGLNG_01397	CDS	594				hypothetical protein
EGAJGLNG_01398	CDS	135				hypothetical protein
EGAJGLNG_01399	CDS	117				hypothetical protein
EGAJGLNG_01400	CDS	609				hypothetical protein
EGAJGLNG_01401	CDS	675				hypothetical protein
EGAJGLNG_01402	CDS	783				hypothetical protein
EGAJGLNG_01403	CDS	1371				hypothetical protein
EGAJGLNG_01404	CDS	669	uvrY_1		COG2197	Response regulator UvrY
EGAJGLNG_01405	CDS	1173	hipO_2	3.5.1.32	COG1473	Hippurate hydrolase
EGAJGLNG_01406	CDS	1023	aguA	3.5.3.12	COG2957	Agmatine deiminase
EGAJGLNG_01407	CDS	654	yceJ		COG3038	Cytochrome b561 
EGAJGLNG_01408	CDS	798	murI	5.1.1.3	COG0796	Glutamate racemase
EGAJGLNG_01409	CDS	777	garL	4.1.2.20		5-keto-4-deoxy-D-glucarate aldolase
EGAJGLNG_01410	CDS	390				hypothetical protein
EGAJGLNG_01411	CDS	318				hypothetical protein
EGAJGLNG_01412	CDS	321				hypothetical protein
EGAJGLNG_01413	CDS	618	rpsD		COG0522	30S ribosomal protein S4
EGAJGLNG_01414	CDS	1068	ltaA	4.1.2.49		L-allo-threonine aldolase
EGAJGLNG_01415	CDS	1299			COG1680	putative protein
EGAJGLNG_01416	CDS	1284			COG1680	putative protein
EGAJGLNG_01417	CDS	546	ymdB_1	3.5.1.-	COG2110	O-acetyl-ADP-ribose deacetylase
EGAJGLNG_01418	CDS	333	grxD		COG0278	Glutaredoxin 4
EGAJGLNG_01419	CDS	1254	egtB_1	1.14.99.50	COG1262	Hercynine oxygenase
EGAJGLNG_01420	CDS	969	egtD	2.1.1.44	COG4301	Histidine N-alpha-methyltransferase
EGAJGLNG_01421	CDS	396				hypothetical protein
EGAJGLNG_01422	CDS	1182				hypothetical protein
EGAJGLNG_01423	CDS	237			COG0271	putative protein RP812
EGAJGLNG_01424	CDS	360				hypothetical protein
EGAJGLNG_01425	CDS	174				hypothetical protein
EGAJGLNG_01426	CDS	1185				hypothetical protein
EGAJGLNG_01427	CDS	3081	bepE_1			Efflux pump membrane transporter BepE
EGAJGLNG_01428	CDS	1116	bepF_2			Efflux pump periplasmic linker BepF
EGAJGLNG_01429	CDS	477	soxR		COG0789	Redox-sensitive transcriptional activator SoxR
EGAJGLNG_01430	CDS	261				hypothetical protein
EGAJGLNG_01431	CDS	2232	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
EGAJGLNG_01432	CDS	480				hypothetical protein
EGAJGLNG_01433	CDS	2235				hypothetical protein
EGAJGLNG_01434	CDS	1011	oxyT	2.1.1.335		N,N-dimethyltransferase OxyT
EGAJGLNG_01435	CDS	1062	pstS_2		COG0226	Phosphate-binding protein PstS
EGAJGLNG_01436	CDS	978				hypothetical protein
EGAJGLNG_01437	CDS	597				hypothetical protein
EGAJGLNG_01438	CDS	1605	oppA		COG4166	Periplasmic oligopeptide-binding protein
EGAJGLNG_01439	CDS	987				hypothetical protein
EGAJGLNG_01440	CDS	702	purQ	6.3.5.3	COG0047	Phosphoribosylformylglycinamidine synthase subunit PurQ
EGAJGLNG_01441	CDS	255				hypothetical protein
EGAJGLNG_01442	CDS	243	purS	6.3.5.3	COG1828	Phosphoribosylformylglycinamidine synthase subunit PurS
